15142	2576	12
19495	2576	28
15142	2890	17
19495	4779	19
21266	7511	11
15142	9263	13
15142	10170	11
19495	11618	14
15142	13331	18
21266	13331	11
2576	15142	12
2890	15142	17
9263	15142	13
10170	15142	11
13331	15142	18
19168	15142	11
19495	15142	25
19518	15142	22
20359	15142	11
21266	15142	34
28502	15142	33
17730	16084	20
16084	17730	20
19168	17730	11
15142	19168	11
17730	19168	11
20359	19168	19
28213	19168	13
2576	19495	28
4779	19495	19
11618	19495	14
15142	19495	25
27915	19495	17
28675	19495	15
15142	19518	22
15142	20359	11
19168	20359	19
7511	21266	11
13331	21266	11
15142	21266	34
19495	27915	17
19168	28213	13
15142	28502	33
19495	28675	15
