19495	43	9
3137	700	9
3698	700	10
12318	700	12
19354	700	28
20018	700	8
11035	747	6
24172	747	7
19126	797	7
21430	1049	9
3813	1134	9
2346	1334	10
2346	1388	10
14705	1388	8
1476	1395	6
6492	1395	8
13942	1395	7
19953	1395	6
20004	1395	9
20711	1395	7
21068	1395	8
22593	1395	9
26866	1395	8
28678	1395	6
1395	1476	6
3001	1620	6
9193	1620	6
11965	1620	12
19168	1680	10
15142	1692	7
3137	1693	6
28678	1995	10
15142	2128	6
26359	2330	6
1334	2346	10
1388	2346	10
3137	2346	6
7872	2346	7
8917	2346	9
13307	2346	8
14705	2346	15
24044	2346	8
15142	2576	12
19495	2576	28
28675	2576	10
15142	2890	17
15597	2890	10
22313	2890	6
25926	2890	6
1620	3001	6
5698	3001	6
9193	3001	6
12010	3001	6
700	3137	9
1693	3137	6
2346	3137	6
11056	3137	7
12317	3137	6
12973	3137	7
18236	3137	7
18684	3137	7
19763	3137	6
19873	3137	8
21430	3137	11
22593	3137	18
26290	3148	7
26804	3148	6
4847	3361	6
4930	3361	6
5657	3453	10
26637	3453	10
21430	3517	7
22593	3517	13
700	3698	10
19354	3698	7
4779	3755	9
23744	3755	8
27598	3755	11
1134	3813	9
4962	3813	8
9263	3813	7
16993	3813	8
18841	3813	7
20994	3813	7
24586	3813	8
27113	3813	9
21878	4182	6
26804	4182	7
20711	4202	8
4479	4295	7
26997	4295	11
4955	4427	9
7172	4427	6
14862	4427	10
6250	4446	8
18612	4446	7
25442	4446	7
4295	4479	7
24103	4479	7
26997	4479	8
3755	4779	9
4955	4779	6
15142	4779	6
15268	4779	6
16518	4779	7
18018	4779	7
19168	4779	7
19270	4779	6
19495	4779	19
21266	4779	7
27598	4779	10
3361	4847	6
4930	4847	24
3361	4930	6
4847	4930	24
8882	4930	9
9647	4930	7
10151	4930	6
10159	4930	7
13942	4930	9
14499	4930	8
22543	4930	10
4427	4955	9
4779	4955	6
7172	4955	8
19495	4955	7
3813	4962	8
6492	5128	12
26290	5128	7
14661	5130	7
18277	5130	9
19180	5130	8
7172	5273	7
13145	5383	12
26359	5529	10
16518	5615	6
3453	5657	10
17733	5657	8
3001	5698	6
12973	5736	8
18236	5736	11
18684	5736	6
26391	5736	7
11618	5898	6
19495	5898	7
13263	6197	6
20218	6197	6
28678	6197	7
14877	6211	6
28678	6211	10
4446	6250	8
21266	6250	8
10159	6290	7
1395	6492	8
5128	6492	12
6626	6492	7
8882	6492	10
9586	6492	7
11676	6492	8
19272	6492	7
21174	6576	7
9222	6618	8
9263	6618	9
9647	6618	8
17141	6618	6
18684	6618	8
21634	6618	8
6492	6626	7
19272	6626	6
15325	6733	6
27598	6848	7
18612	6940	9
4427	7172	6
4955	7172	8
5273	7172	7
10159	7180	11
11002	7180	7
18754	7310	7
19305	7441	6
26997	7441	6
21266	7511	11
14767	7550	7
2346	7872	7
8917	7872	9
19495	7900	6
16518	7938	6
18313	7938	8
24292	7960	7
28629	7960	6
16084	8386	6
17730	8386	9
19168	8386	8
25744	8529	6
18612	8587	7
14555	8853	11
4930	8882	9
6492	8882	10
2346	8917	9
7872	8917	9
12973	8957	6
22022	8989	8
24172	9040	6
1620	9193	6
3001	9193	6
11965	9193	16
12181	9193	6
14499	9193	13
20004	9193	6
28629	9193	19
25545	9212	8
6618	9222	8
3813	9263	7
6618	9263	9
15142	9263	13
6492	9586	7
4930	9647	7
6618	9647	8
15325	9647	8
15325	9800	8
14767	9845	6
12789	9982	8
17733	10009	7
17733	10083	7
19168	10149	6
4930	10151	6
21174	10151	6
23834	10151	6
4930	10159	7
6290	10159	7
7180	10159	11
11002	10159	8
12253	10159	6
18792	10159	9
18798	10159	6
22022	10159	6
15142	10170	11
16886	10170	10
11035	10233	6
20888	10233	6
24172	10233	6
17733	10801	6
7180	11002	7
10159	11002	8
747	11035	6
10233	11035	6
24172	11035	11
3137	11056	7
19168	11206	6
5898	11618	6
19495	11618	14
6492	11676	8
24172	11938	9
26290	11938	6
1620	11965	12
9193	11965	16
17717	11965	8
20004	11965	7
26031	11965	6
3001	12010	6
13141	12010	6
18821	12010	9
24428	12010	6
26391	12010	6
9193	12181	6
20004	12181	8
10159	12253	6
3137	12317	6
700	12318	12
19354	12318	6
13565	12372	10
19953	12372	6
13145	12683	6
9982	12789	8
17141	12789	6
13145	12819	10
14661	12819	12
19168	12830	6
3137	12973	7
5736	12973	8
8957	12973	6
17730	12973	6
18236	12973	34
12010	13141	6
5383	13145	12
12683	13145	6
12819	13145	10
14661	13145	12
18338	13145	10
18844	13145	8
15142	13190	8
15336	13199	8
20936	13199	14
22593	13199	10
6197	13263	6
2346	13307	8
15142	13331	18
21266	13331	11
25545	13331	7
21634	13350	8
12372	13565	10
1395	13942	7
4930	13942	9
28678	13942	6
4930	14499	8
9193	14499	13
8853	14555	11
19940	14555	6
21362	14555	7
5130	14661	7
12819	14661	12
13145	14661	12
18277	14661	9
19180	14661	9
14767	14694	10
1388	14705	8
2346	14705	15
15142	14705	9
7550	14767	7
9845	14767	6
14694	14767	10
15135	14767	10
15142	14767	8
27521	14767	10
4427	14862	10
6211	14877	6
28678	14877	8
14767	15135	10
27521	15135	6
1692	15142	7
2128	15142	6
2576	15142	12
2890	15142	17
4779	15142	6
9263	15142	13
10170	15142	11
13190	15142	8
13331	15142	18
14705	15142	9
14767	15142	8
16084	15142	9
16886	15142	10
19168	15142	11
19495	15142	25
19518	15142	22
20359	15142	11
21266	15142	34
21362	15142	10
27598	15142	8
28502	15142	33
28675	15142	6
28678	15148	6
4779	15268	6
6733	15325	6
9647	15325	8
9800	15325	8
24454	15325	7
25155	15325	12
13199	15336	8
20936	15336	15
28629	15336	7
19168	15443	6
2890	15597	10
8386	16084	6
15142	16084	9
16518	16084	8
17730	16084	20
19168	16084	9
21266	16084	6
21750	16084	7
4779	16518	7
5615	16518	6
7938	16518	6
16084	16518	8
19168	16518	8
10170	16886	10
15142	16886	10
3813	16993	8
20994	16993	6
6618	17141	6
12789	17141	6
11965	17717	8
8386	17730	9
12973	17730	6
16084	17730	20
18236	17730	7
19168	17730	11
5657	17733	8
10009	17733	7
10083	17733	7
10801	17733	6
4779	18018	7
3137	18236	7
5736	18236	11
12973	18236	34
17730	18236	7
26359	18236	6
5130	18277	9
14661	18277	9
18612	18277	7
19180	18277	17
7938	18313	8
13145	18338	10
22908	18338	7
4446	18612	7
6940	18612	9
8587	18612	7
18277	18612	7
22111	18612	8
25054	18612	6
27666	18612	6
3137	18684	7
5736	18684	6
6618	18684	8
19796	18684	10
20936	18684	9
22593	18684	41
7310	18754	7
21174	18754	8
22008	18754	6
23091	18754	9
25957	18754	7
10159	18792	9
10159	18798	6
12010	18821	9
3813	18841	7
13145	18844	8
797	19126	7
25957	19126	8
26637	19126	7
1680	19168	10
4779	19168	7
8386	19168	8
10149	19168	6
11206	19168	6
12830	19168	6
15142	19168	11
15443	19168	6
16084	19168	9
16518	19168	8
17730	19168	11
19495	19168	6
20359	19168	19
28213	19168	13
5130	19180	8
14661	19180	9
18277	19180	17
4779	19270	6
6492	19272	7
6626	19272	6
7441	19305	6
28678	19349	7
700	19354	28
3698	19354	7
12318	19354	6
43	19495	9
2576	19495	28
4779	19495	19
4955	19495	7
5898	19495	7
7900	19495	6
11618	19495	14
15142	19495	25
19168	19495	6
20758	19495	10
21209	19495	10
26997	19495	8
27598	19495	9
27915	19495	17
28675	19495	15
15142	19518	22
21362	19518	8
3137	19763	6
18684	19796	10
22593	19796	6
3137	19873	8
14555	19940	6
1395	19953	6
12372	19953	6
1395	20004	9
9193	20004	6
11965	20004	7
12181	20004	8
22593	20004	9
700	20018	8
6197	20218	6
25744	20298	6
15142	20359	11
19168	20359	19
1395	20711	7
4202	20711	8
19495	20758	10
21209	20758	15
10233	20888	6
24172	20888	11
13199	20936	14
15336	20936	15
18684	20936	9
22593	20936	10
25744	20936	6
3813	20994	7
16993	20994	6
1395	21068	8
27521	21125	23
6576	21174	7
10151	21174	6
18754	21174	8
19495	21209	10
20758	21209	15
4779	21266	7
6250	21266	8
7511	21266	11
13331	21266	11
15142	21266	34
16084	21266	6
14555	21362	7
15142	21362	10
19518	21362	8
1049	21430	9
3137	21430	11
3517	21430	7
