15142	43	5
19495	43	9
15142	444	2
4779	802	2
19495	816	2
19495	967	4
27915	967	2
19495	1029	4
19495	1046	2
19495	1049	4
2890	1235	3
15142	1235	4
15142	1264	3
15142	1388	4
15142	1692	7
19518	1692	2
9263	1745	2
15142	1745	4
15142	1815	4
15142	2128	6
15142	2330	2
15142	2346	3
15142	2402	2
2576	2534	2
19495	2534	4
15142	2576	12
19495	2576	28
27915	2576	3
28675	2576	10
19495	2673	2
27915	2673	2
19495	2677	2
15142	2890	17
19518	2890	3
2890	3285	3
15142	3285	2
19495	3427	3
27915	3427	3
15142	3454	3
4779	3755	9
2890	3786	2
9263	3813	7
15142	3813	2
2890	4096	2
15142	4446	2
9263	4521	2
15142	4521	2
15142	4779	6
19495	4779	19
15142	4855	3
4779	4955	6
19495	4955	7
9263	4962	2
10170	5005	2
4779	5067	2
19495	5067	2
9263	5123	2
15142	5123	2
2890	5315	3
2890	5432	4
4779	5575	2
2890	5627	2
19495	5736	5
2890	5845	2
11618	5898	6
19495	5898	7
19495	6191	3
2890	6235	4
15142	6250	3
9263	6618	9
15142	6626	4
19518	6626	2
4779	6629	2
19495	6629	2
15142	6673	2
19518	6673	2
2890	6804	2
15142	6848	4
4779	6871	2
15142	6936	2
2890	7455	5
15142	7719	2
19495	7900	6
19495	8271	2
19495	8444	2
19495	8573	2
15142	8853	2
19518	8853	2
15142	8873	2
2890	8919	2
15142	8919	2
19495	8949	4
2890	9128	2
15142	9128	2
15142	9263	13
2890	9512	3
15142	9585	3
15142	10170	11
19495	10431	5
2890	10866	2
4779	11062	3
19495	11062	3
4779	11122	2
4779	11304	3
19495	11618	14
27915	11618	4
19495	12443	2
19495	12565	2
19495	12666	2
19495	13153	2
15142	13190	8
15142	13307	2
15142	13331	18
19495	13331	5
28675	13331	2
19495	13411	2
19495	13487	3
2890	13679	2
27915	13942	2
2890	14076	2
19495	14386	4
27915	14386	3
15142	14555	5
19518	14555	5
15142	14694	3
9263	14705	2
15142	14705	9
15142	14767	8
2576	14780	5
15142	14780	4
19495	14780	5
15142	14810	2
15142	15135	2
2576	15142	12
2890	15142	17
4779	15142	6
9263	15142	13
10170	15142	11
19495	15142	25
19518	15142	22
28675	15142	6
4779	15268	6
2890	15597	10
9263	15933	2
15142	15933	2
4779	15966	2
15142	16003	2
15142	16084	9
19495	16084	2
19495	16155	2
15142	16391	4
4779	16518	7
15142	16518	2
10170	16886	10
15142	16886	10
9263	17452	2
15142	17452	2
27915	17551	2
15142	17655	3
15142	17730	2
19495	17730	4
2576	17759	2
15142	17759	2
19495	17759	4
19495	17807	2
15142	17814	2
4779	18018	7
9263	18334	2
15142	18334	3
9263	18684	2
4779	18805	3
2890	18997	4
4779	19038	3
19495	19068	2
4779	19168	7
15142	19168	11
19495	19168	6
15142	19213	2
19495	19213	4
4779	19270	6
15142	19400	2
2576	19495	28
4779	19495	19
11618	19495	14
15142	19495	25
27915	19495	17
28675	19495	15
2890	19518	3
15142	19518	22
2576	19815	2
15142	19836	2
15142	19858	5
15142	20359	11
19495	20359	4
15142	20627	2
19495	20758	10
4779	21039	2
19495	21155	2
19495	21209	10
4779	21266	7
15142	21266	34
15142	21362	10
19518	21362	8
4779	21430	5
19495	21430	5
28675	21522	2
9263	21634	2
4779	21675	2
19495	21681	3
19495	21745	3
15142	21750	3
2890	22313	6
19495	22539	2
2890	22705	3
15142	23366	3
15142	23720	2
19518	23720	2
19495	23724	2
4779	23744	2
10170	23938	3
15142	23938	3
15142	24058	3
9263	24114	2
4779	24814	3
2890	24851	3
19495	25078	5
15142	25188	2
2576	25195	2
15142	25195	2
19495	25195	5
15142	25545	2
19495	25796	3
4779	25817	2
19495	25817	2
15142	25844	3
2890	25926	6
15142	25926	2
15142	25999	2
15142	26329	2
11618	26385	2
19495	26385	3
4779	26652	3
19495	26652	3
4779	26769	3
19495	26769	3
9263	26848	4
15142	26848	3
4779	26997	3
15142	26997	4
19495	26997	8
4779	27598	10
15142	27598	8
19495	27598	9
2576	27915	3
11618	27915	4
19495	27915	17
28675	27915	5
19495	28115	2
4779	28213	5
2576	28419	2
19495	28419	2
19495	28432	5
15142	28502	33
19495	28502	4
19518	28502	2
2576	28675	10
15142	28675	6
19495	28675	15
27915	28675	5
