17851	2	0.3
26577	2	0.3
6133	3	0.3
16543	3	0.3
12063	4	0.3
14381	4	0.3
18898	4	0.3
2112	5	0.51
10387	5	0.3
10515	5	0.3
14089	5	0.3
24766	5	0.3
18539	6	0.3
5941	7	0.3
23515	7	0.3
26435	7	0.3
15792	8	0.3
16189	8	0.3
1736	9	0.3
6391	9	0.3
7155	9	0.3
17461	9	0.3
22289	9	0.3
23155	9	0.3
5163	10	0.3
7441	10	0.83193
923	11	0.3
2666	11	0.3
6115	11	0.3
6219	11	0.3
7052	11	0.3
8268	11	0.3
10155	11	0.3
12510	11	0.3
22270	11	0.3
24272	11	0.3
5770	12	0.3
6331	12	0.3
13856	12	0.51
21662	12	0.3
1927	13	0.3
2250	13	0.3
9040	13	0.3
9877	13	0.3
10105	13	0.3
12599	13	0.3
15314	13	0.3
22176	14	0.3
12213	15	0.3
18004	15	0.3
20272	15	0.3
25896	15	0.3
9873	16	0.3
1917	17	0.51
2450	17	0.51
2788	17	0.3
9349	17	0.3
9926	17	0.83193
16798	17	0.3
18436	17	0.3
19282	17	0.3
19550	17	0.51
19565	17	0.51
23377	17	0.51
24393	17	0.51
27794	17	0.657
3961	18	0.3
5736	18	0.657
6534	18	0.3
14537	18	0.657
18236	18	0.3
21745	18	0.3
25078	18	0.3
26391	18	0.3
1102	19	0.3
8854	19	0.3
6464	20	0.3
8488	20	0.3
9085	20	0.3
25316	20	0.3
25882	20	0.3
10019	21	0.3
16368	21	0.3
21745	21	0.3
28483	21	0.3
27336	22	0.3
1873	23	0.3
5572	24	0.3
7350	24	0.3
11069	24	0.3
19724	24	0.3
349	25	0.3
862	25	0.3
1396	25	0.3
4506	25	0.3
5280	25	0.7599
5984	25	0.3
6940	25	0.3
7397	25	0.3
7651	25	0.657
7769	25	0.91765
8640	25	0.3
11614	25	0.51
12873	25	0.3
13210	25	0.3
18247	25	0.3
18612	25	0.51
19872	25	0.3
20326	25	0.3
24263	25	0.51
25054	25	0.3
4299	26	0.3
4854	26	0.3
5080	26	0.3
6896	26	0.657
7449	26	0.3
7881	26	0.3
8613	26	0.3
11549	26	0.3
15165	26	0.3
18025	26	0.51
19542	26	0.51
22104	26	0.51
24491	26	0.51
25355	26	0.3
27142	26	0.3
28300	26	0.3
14855	27	0.51
18912	27	0.51
17801	28	0.3
20491	28	0.3
21552	28	0.3
22574	28	0.3
1871	29	0.657
3741	29	0.3
13504	29	0.3
24724	29	0.3
25526	29	0.7599
9374	30	0.3
10826	30	0.3
14915	30	0.3
24026	30	0.3
2576	31	0.3
2661	31	0.3
8039	31	0.51
9829	31	0.3
9889	31	0.51
10668	31	0.3
13331	31	0.657
15142	31	0.3
16003	31	0.3
17148	31	0.3
18427	31	0.51
19213	31	0.3
19495	31	0.3
28675	31	0.3
8584	32	0.3
12333	32	0.3
12503	32	0.3
18093	32	0.3
19692	32	0.657
25049	32	0.657
25480	32	0.3
26933	32	0.3
12869	33	0.3
16126	33	0.3
26096	33	0.3
12008	34	0.3
9466	35	0.3
14469	35	0.3
19290	35	0.3
3921	36	0.51
17616	36	0.3
20388	38	0.3
1449	40	0.3
1687	40	0.3
2565	40	0.3
3138	40	0.3
4284	40	0.3
8257	40	0.3
11768	40	0.3
17610	40	0.3
21174	40	0.3
21430	40	0.51
26004	40	0.3
12010	41	0.3
19521	41	0.3
21526	41	0.3
23728	41	0.3
24130	41	0.3
26088	41	0.3
26359	41	0.3
27360	41	0.3
15638	42	0.3
16580	42	0.3
23107	42	0.3
967	43	0.3
10964	43	0.3
11618	43	0.3
15142	43	0.83193
16155	43	0.3
19495	43	0.95965
20359	43	0.3
27915	43	0.3
28115	43	0.3
28675	43	0.3
3517	44	0.3
10474	44	0.657
13784	44	0.3
19873	44	0.3
21859	44	0.3
5214	45	0.3
5815	45	0.3
20145	45	0.3
26474	45	0.3
5557	46	0.3
15109	47	0.3
11981	48	0.3
26179	48	0.3
26391	48	0.3
27630	48	0.3
3126	49	0.3
19077	49	0.3
20867	49	0.3
5854	50	0.3
13715	50	0.3
14674	50	0.3
25589	50	0.3
26457	50	0.3
22933	51	0.3
4584	52	0.51
9342	52	0.3
10919	52	0.3
11274	52	0.3
13918	52	0.51
15107	52	0.3
15119	52	0.3
15457	52	0.51
21990	52	0.3
7817	53	0.3
25070	53	0.3
1306	54	0.3
5914	54	0.3
11586	54	0.3
16990	54	0.3
20790	54	0.3
27806	54	0.3
